!CSV A.01.01,,,,,,,,
!Agilent Technologies,N5227A,US51270345,A.09.80.20,,,,,
!Agilent N5227A: A.09.80.20,,,,,,,,
!Date: Monday, November 26, 2018 15:59:11,,,,,,
!Source: Standard,,,,,,,,
!,,,,,,,,
!BEGIN CH1_DATA,,,,,,,,
!Freq(Hz),S11(REAL),S11(IMAG),S12(REAL),S12(IMAG),S21(REAL),S21(IMAG),S22(REAL),S22(IMAG)
14600153.851299,0.82801431,-0.42062899,-1.6887419e-005,0.0001120062,0.0002062254,-1.6704138e-005,0.77298665,-0.48655012
14700157.195893,0.82603019,-0.42371753,4.3759523e-005,3.9534123e-005,0.0001513702,-0.0002502434,0.77113646,-0.48865381
14800160.540486,0.82435602,-0.42708856,-4.9829134e-005,-1.5381805e-006,-3.8822087e-005,-4.4757548e-005,0.76990467,-0.4907048
14900163.88508,0.82217455,-0.43003425,-8.9781015e-006,-8.033208e-005,0.0001298201,-2.48626e-005,0.76855415,-0.49260941
15000167.229673,0.82062238,-0.43368432,5.1736009e-005,0.0001142202,-7.2605035e-005,6.5024418e-005,0.76695865,-0.49426258
15100170.574267,0.81883919,-0.43674839,-0.0001576743,0.0001856179,7.9498161e-005,-2.129657e-005,0.7655344,-0.49647593
15200173.91886,0.8169477,-0.43980992,9.0538109e-005,8.1470243e-005,6.2633539e-005,1.6764736e-005,0.76409602,-0.49828273
15300177.263454,0.81541038,-0.44314328,-2.185674e-006,-7.8180106e-005,7.1151524e-005,-9.2955335e-005,0.76252097,-0.50041497
15400180.608047,0.81343758,-0.44619304,7.4990945e-005,-1.7254391e-005,8.4030835e-005,8.5726322e-005,0.76085877,-0.50247979
15500183.952641,0.81142825,-0.44921115,-3.4008139e-005,-4.3750046e-005,-5.9772676e-005,-0.0002433204,0.75903863,-0.50467247
15600187.297234,0.80970711,-0.45232517,0.0001032921,-2.95554e-005,6.0879513e-005,-2.0582811e-005,0.7576527,-0.50674486
15700190.641827,0.80794817,-0.45553929,-7.6443848e-006,-4.5425975e-005,1.6881444e-005,1.0916468e-005,0.75583804,-0.50883794
15800193.986421,0.80596024,-0.45849043,-5.1333031e-005,-9.2193754e-005,-7.5528384e-005,2.0383315e-005,0.75437188,-0.51092678
15900197.331014,0.80417866,-0.46155426,0.0001004902,-5.3981079e-005,-6.742675e-005,0.0001009947,0.75259101,-0.51261687
16000200.675608,0.80187732,-0.46458817,-0.0001217529,1.4145038e-005,0.0001390908,2.6920297e-006,0.75136775,-0.51502532
16100204.020201,0.80000383,-0.46736416,-2.5325764e-005,0.0001228285,-1.3714779e-005,-8.1766622e-005,0.74940598,-0.51671833
16200207.364795,0.79819691,-0.47063512,2.9573061e-005,-1.3583683e-005,-7.6738026e-005,4.7339481e-006,0.74768114,-0.51890588
16300210.709388,0.79607522,-0.47346112,1.7084052e-005,-2.9467881e-005,6.0276179e-005,-0.0001352788,0.74593526,-0.52096283
16400214.053982,0.79425627,-0.47675997,4.9379385e-005,-1.4447345e-007,-1.9319723e-005,-0.0001831346,0.74462754,-0.52289808
16500217.398575,0.79210442,-0.47939831,-2.9661325e-005,2.6855952e-007,-1.8829685e-005,-0.0003365684,0.74314207,-0.52483159
16600220.743169,0.79013681,-0.48248136,2.7318947e-005,0.000106822,-3.5606186e-005,1.6044567e-005,0.74122316,-0.52692461
16700224.087762,0.78821534,-0.48545623,4.9995564e-005,7.5583645e-005,-2.0866122e-005,-6.2045518e-005,0.73942226,-0.52885532
16800227.432356,0.78603905,-0.48820972,4.7655038e-005,-2.0356547e-005,-1.5962136e-005,5.7861598e-006,0.73808646,-0.53067034
16900230.776949,0.78403771,-0.49127999,-0.0001436892,0.0001106052,-0.0001643551,-4.3997799e-005,0.73621058,-0.53277695
17000234.121543,0.78215259,-0.49430954,-3.8647682e-005,-3.0459316e-006,-3.8964754e-005,2.067902e-006,0.73490715,-0.53460532
17100237.466136,0.77985358,-0.49722129,-2.5910658e-005,5.2579166e-005,-6.3417356e-005,7.3304996e-005,0.73298836,-0.53655756
17200240.810729,0.77814811,-0.50000697,-8.7014756e-005,1.7910621e-005,-2.7681619e-005,7.8300291e-005,0.73169541,-0.53880847
17300244.155323,0.77586728,-0.50298196,-0.0001532159,0.0001075907,8.6198525e-005,-6.2820742e-005,0.72995239,-0.54071307
17400247.499916,0.77370471,-0.50586629,-7.0338639e-005,9.6870162e-006,-4.109671e-006,-8.6935062e-005,0.72845423,-0.54237747
17500250.84451,0.77158594,-0.5086301,2.7645625e-005,0.0001241882,-7.0151451e-005,5.4839507e-005,0.72654486,-0.54431993
17600254.189103,0.76944339,-0.51189256,-3.3978791e-005,-7.1838025e-005,-1.1226082e-005,-4.3481072e-005,0.72495723,-0.54596359
17700257.533697,0.76758277,-0.51447511,9.2924529e-006,6.3326993e-006,-0.0001387876,5.39676e-005,0.72332132,-0.54816109
17800260.87829,0.76556748,-0.51739556,-1.743249e-005,-5.7828202e-005,5.2575037e-005,2.5247617e-005,0.72173357,-0.55000746
17900264.222884,0.76318443,-0.52009147,-9.9615885e-005,-4.0983636e-005,7.6470315e-005,-1.9853014e-005,0.72002125,-0.5519045
18000267.567477,0.76126641,-0.52293593,3.3554632e-005,3.8704991e-005,-4.428536e-005,-1.7566214e-005,0.71849227,-0.55385196
18100270.912071,0.75873435,-0.52582419,1.6277015e-006,-7.8939192e-006,-5.1655396e-005,4.0095656e-005,0.71687746,-0.55557346
18200274.256664,0.7566731,-0.52831924,-8.6674176e-005,2.8973414e-005,-7.7862576e-005,1.8394248e-006,0.71529859,-0.55757445
18300277.601258,0.75437623,-0.53137428,-2.5362973e-005,2.7370346e-005,-1.4997911e-005,-6.4854787e-005,0.71367002,-0.55919379
18400280.945851,0.75234085,-0.53406036,-8.4377578e-005,-3.415524e-005,-4.8911483e-005,1.104027e-005,0.71194112,-0.5612275
18500284.290444,0.75008202,-0.53697503,-1.2855307e-005,3.1341839e-005,-6.2797062e-006,4.3966513e-005,0.71032512,-0.56314021
18600287.635038,0.74779987,-0.53953189,-1.9941401e-005,-2.8760427e-005,5.2814926e-006,-1.9075729e-005,0.70871574,-0.56495416
18700290.979631,0.74566805,-0.54219794,-1.1561245e-005,-6.8165056e-005,-3.5885674e-005,1.8604756e-005,0.70718127,-0.5666796
18800294.324225,0.74354511,-0.54515475,0.0001277675,4.7001871e-005,-6.4853368e-005,-6.5084445e-005,0.70539629,-0.56846619
18900297.668818,0.74123883,-0.54782867,-4.32665e-005,-9.8429955e-006,-0.0001285947,-3.0957741e-005,0.70354533,-0.57044071
19000301.013412,0.7391547,-0.5504902,-9.3857765e-005,-2.1252357e-005,4.7190617e-005,3.4810419e-005,0.70183963,-0.57249737
19100304.358005,0.73690373,-0.55312365,-6.5400154e-006,-4.8716385e-005,0.0001306951,-0.0001292411,0.70002651,-0.57398647
19200307.702599,0.73478901,-0.55586058,3.6995876e-005,3.3039789e-005,-9.4349925e-005,7.8864196e-006,0.69831455,-0.57615411
19300311.047192,0.7326026,-0.55864537,2.0269943e-005,1.1578117e-005,-3.5245979e-005,-6.0343966e-005,0.69624197,-0.57798368
19400314.391786,0.73058343,-0.56104434,-2.1666901e-005,1.6085894e-005,9.631821e-005,4.8991264e-005,0.69464701,-0.58011609
19500317.736379,0.72822142,-0.56380898,-6.8168342e-006,-7.8315177e-005,-2.5206176e-005,4.3803877e-005,0.69284165,-0.58165413
19600321.080973,0.72601664,-0.56642777,8.355084e-006,4.2169315e-005,-1.3965835e-005,4.254829e-006,0.69113678,-0.58369428
19700324.425566,0.72382605,-0.56913799,5.6161916e-005,-5.7112476e-005,9.8740356e-006,-4.0442985e-005,0.68939245,-0.58551878
19800327.77016,0.72151351,-0.57187253,0.000177454,-4.0322766e-006,1.8477654e-006,-1.3943241e-005,0.68756539,-0.58744508
19900331.114753,0.71910483,-0.57446969,1.2029601e-005,2.6369022e-005,-7.3447431e-005,0.0001085579,0.68582308,-0.58925724
20000334.459346,0.71675903,-0.5773077,0.0001516523,-5.9907852e-005,-6.3588908e-005,-8.7679124e-005,0.68397617,-0.5911175
20100337.80394,0.71474153,-0.57973778,2.324904e-005,-6.0710445e-005,-4.0819665e-005,-1.9923384e-005,0.68214911,-0.59286666
20200341.148533,0.71245772,-0.58223879,-9.2284514e-005,-5.1558345e-005,-0.0001015425,-1.0434954e-005,0.68041009,-0.59456104
20300344.493127,0.71011698,-0.58490068,-5.4249354e-005,-8.0345213e-005,-2.10377e-005,-1.9750787e-006,0.678532,-0.59632593
20400347.83772,0.70791185,-0.58742571,4.8098505e-006,2.4146364e-006,-2.2257581e-007,7.7800098e-005,0.67683673,-0.59823024
20500351.182314,0.70541745,-0.59006011,2.690918e-005,-4.4372911e-005,-3.1608095e-005,4.0762254e-005,0.67500013,-0.60022306
20600354.526907,0.70317304,-0.59259361,1.7626251e-005,-1.6854961e-005,2.180208e-005,-2.4609541e-005,0.67311847,-0.60176313
20700357.871501,0.70076412,-0.59494424,-1.9612396e-006,8.4824233e-006,5.8270252e-006,7.4371033e-005,0.67137897,-0.60364544
20800361.216094,0.69870901,-0.59765077,-1.8514178e-005,-2.8739827e-005,-1.9047911e-005,8.8109853e-005,0.6695649,-0.60539722
20900364.560688,0.69630659,-0.60024422,-5.5464523e-005,4.3275861e-005,-6.1247265e-005,0.0001119755,0.66763753,-0.60726511
21000367.905281,0.69383633,-0.60257244,-4.4799919e-005,-5.2669733e-005,5.3949418e-005,2.4111079e-005,0.66597086,-0.60890615
21100371.249875,0.69145429,-0.60508245,2.2103344e-005,-2.5351846e-005,2.8756949e-005,-1.2449798e-005,0.66411477,-0.61087006
21200374.594468,0.68920672,-0.60757512,-8.1529824e-006,1.073696e-005,-5.8807305e-005,-1.2110967e-005,0.66227871,-0.61269063
21300377.939062,0.68667305,-0.61002195,1.6881111e-005,5.4868036e-005,-3.2526248e-005,0.000117052,0.66048652,-0.61401904
21400381.283655,0.68444765,-0.61259139,-2.762507e-005,2.573828e-005,3.1737396e-005,3.4372621e-005,0.65865803,-0.61595982
21500384.628248,0.6821112,-0.61491573,2.4057194e-005,-9.8436176e-005,-4.3733551e-005,-4.1642543e-005,0.65687555,-0.61760539
21600387.972842,0.6797626,-0.61743379,5.6893259e-006,-6.8671703e-005,-4.3993572e-005,-3.5879253e-005,0.65504026,-0.61935014
21700391.317435,0.67733699,-0.61994714,-3.8137634e-005,-3.0846295e-005,-2.3034157e-005,0.0001177132,0.65346122,-0.62096107
21800394.662029,0.67488486,-0.62219018,5.2648131e-005,-2.3380397e-005,2.0745876e-005,2.8102653e-005,0.65154487,-0.62269199
21900398.006622,0.67245114,-0.62466478,-1.321662e-005,9.0836227e-005,-0.0001169819,9.3470197e-005,0.64967871,-0.62452841
22000401.351216,0.66994458,-0.62703705,6.1224891e-005,6.1943072e-005,6.9038877e-005,3.9198527e-005,0.64782417,-0.6264298
22100404.695809,0.66759318,-0.62954634,6.1074526e-005,-1.3447283e-005,-0.0001058529,-1.6295677e-005,0.6459614,-0.62793934
22200408.040403,0.66528469,-0.63192868,4.8970837e-006,-3.6623183e-007,-0.0001401885,-6.7152963e-005,0.64413744,-0.62968248
22300411.384996,0.66281366,-0.63434678,0.0001141103,1.7043467e-005,5.18669e-005,-2.1792592e-005,0.64229774,-0.63139689
22400414.72959,0.66014546,-0.63663948,-2.0340827e-005,-8.5122529e-006,2.4466935e-005,1.6797948e-006,0.64029849,-0.63301885
22500418.074183,0.65784901,-0.63910049,-8.3576006e-006,-4.4773627e-005,5.6390868e-006,-4.9578728e-005,0.6385445,-0.63476932
22600421.418777,0.65540117,-0.64133948,6.4699445e-005,3.646105e-005,6.4175052e-005,-2.333862e-005,0.63650781,-0.63645506
22700424.76337,0.65307063,-0.64375407,-8.9643923e-005,-5.4710119e-005,-6.8273985e-005,3.1111224e-005,0.63468492,-0.63818139
22800428.107963,0.65063459,-0.6460591,2.1250145e-005,7.3492943e-006,9.1633876e-005,-4.5508641e-005,0.63257593,-0.63995874
22900431.452557,0.64809257,-0.64844054,-1.1545616e-005,-1.3766916e-005,-9.4572624e-007,-9.1038537e-006,0.63069904,-0.64176327
23000434.79715,0.64596373,-0.65064585,-9.0038411e-005,-1.8023264e-005,-3.3910401e-005,2.5647319e-005,0.62858623,-0.64340514
23100438.141744,0.64340186,-0.6527794,-3.3185221e-005,-6.4840315e-005,-4.6069887e-005,4.0980663e-005,0.62669933,-0.64524621
23200441.486337,0.64090919,-0.6550442,-5.1757845e-005,-2.2609975e-005,-2.9772538e-005,-4.8812094e-006,0.62454349,-0.64691532
23300444.830931,0.63858122,-0.65723246,6.9748389e-006,-2.3063529e-005,-4.7175585e-005,-6.6566441e-005,0.62263125,-0.64871854
23400448.175524,0.63611251,-0.65952343,-4.2070828e-006,1.1377373e-005,-1.9133035e-005,9.9085528e-006,0.62047583,-0.65037358
23500451.520118,0.63364685,-0.66168743,-2.9171511e-005,4.076762e-005,4.2402776e-006,-2.7385757e-005,0.61868531,-0.65201753
23600454.864711,0.63109785,-0.66405058,-5.8160487e-005,3.2110289e-005,-2.8088461e-005,3.3285593e-005,0.61660224,-0.65386498
23700458.209305,0.62870497,-0.66613799,5.2649643e-006,2.8401325e-007,3.5389832e-005,3.0939744e-005,0.61456227,-0.65557355
23800461.553898,0.62626851,-0.66848874,3.3893622e-005,1.054937e-005,-3.1624382e-005,-8.2254087e-007,0.61253744,-0.65715641
23900464.898492,0.62388963,-0.67081749,5.350904e-005,-4.6875619e-005,1.6366575e-005,1.3005309e-006,0.61040711,-0.65898573
24000468.243085,0.62135732,-0.67293972,-1.3719576e-006,-4.4536329e-005,5.6071008e-006,1.2164549e-005,0.6084941,-0.66077363
24100471.587679,0.61877036,-0.67504984,4.4209115e-005,6.4453998e-005,4.6737594e-005,2.5393581e-005,0.60651928,-0.66236675
24200474.932272,0.61635512,-0.67722458,-3.6018588e-005,-2.1849905e-006,-1.7283963e-005,5.8305901e-005,0.60422176,-0.66408366
24300478.276865,0.61395997,-0.679304,3.1249717e-006,2.0117131e-006,5.3419197e-005,6.9827613e-005,0.60227704,-0.66560584
24400481.621459,0.61130881,-0.68160164,-9.7350727e-005,4.1139589e-005,-1.9479021e-005,2.3522047e-005,0.6001181,-0.667274
24500484.966052,0.60876691,-0.68358731,3.6221303e-005,5.9931237e-005,8.2222825e-005,7.0273825e-005,0.59817976,-0.66904974
24600488.310646,0.60621071,-0.68574691,3.2191354e-005,-2.2083548e-005,9.2578419e-005,-2.7933338e-005,0.59609461,-0.67059726
24700491.655239,0.60366541,-0.68800932,-3.3794775e-005,2.6719046e-005,-3.3427867e-005,1.6168564e-005,0.59404343,-0.67241299
24800494.999833,0.60127074,-0.6899814,-1.4730421e-005,6.2823369e-006,0.0001116657,1.6875133e-006,0.59201944,-0.67392701
24900498.344426,0.59867364,-0.69212133,2.8103097e-005,3.1846881e-005,-3.0511308e-005,-1.1790031e-005,0.59010273,-0.67556602
25000501.68902,0.59621733,-0.69427007,-2.080483e-005,-2.5554236e-005,-3.2077398e-006,-2.8052114e-005,0.58776337,-0.67723453
25100505.033613,0.59377789,-0.69640034,-2.741873e-006,-1.3678522e-005,5.4087748e-005,-2.1987596e-005,0.58585387,-0.67887026
25200508.378207,0.59111094,-0.69837344,-6.758703e-006,2.014924e-005,3.1432578e-006,4.5280853e-005,0.58374411,-0.68041563
25300511.7228,0.58856171,-0.70054221,-3.4460604e-006,-1.6152688e-005,-4.1206607e-005,5.6308458e-005,0.58169913,-0.68208247
25400515.067394,0.58609843,-0.70258707,-3.6711815e-005,1.2796536e-005,-0.0001254794,5.6061817e-005,0.57968193,-0.68350965
25500518.411987,0.5834558,-0.70469147,-2.1894883e-005,3.4901226e-005,1.9109202e-005,-3.6282956e-005,0.57739443,-0.68519795
25600521.75658,0.58092916,-0.70665258,-4.8966776e-005,-5.8905891e-005,4.5407753e-005,2.4023599e-005,0.57541281,-0.68663973
25700525.101174,0.57839131,-0.70873851,-6.0554328e-005,-2.8499258e-005,-1.8965691e-005,-5.2605312e-005,0.57316715,-0.6882239
25800528.445767,0.5757283,-0.71072292,-1.2308072e-005,-5.0136673e-006,-3.5727062e-005,7.2449184e-005,0.57127225,-0.68990839
25900531.790361,0.57323194,-0.71261328,2.6385334e-005,1.2705067e-005,-4.3900433e-005,-2.5692869e-005,0.5691331,-0.69139165
26000535.134954,0.57062811,-0.71479863,1.8872763e-005,-5.8674937e-005,2.6526433e-005,-2.516924e-005,0.56703836,-0.69310904
26100538.479548,0.56809694,-0.7167238,1.460445e-005,1.3522882e-005,5.6604378e-005,-2.4284665e-005,0.56501496,-0.69461471
26200541.824141,0.56548601,-0.71863681,-3.0516248e-005,-2.303104e-005,-5.3126732e-005,-7.9341953e-007,0.56261802,-0.69624776
26300545.168735,0.56288397,-0.72070318,5.7132413e-005,1.4905499e-006,-4.696579e-005,-1.2259168e-005,0.56068963,-0.6977964
26400548.513328,0.56024748,-0.72255725,-8.3848354e-006,-3.769946e-006,-1.0925733e-005,-5.8249017e-005,0.55852973,-0.69941789
26500551.857922,0.55760807,-0.72446752,-4.6495247e-006,2.3239527e-005,-3.8981336e-005,-5.6012495e-006,0.55640131,-0.70100385
26600555.202515,0.55508476,-0.7263813,4.194284e-005,1.9394904e-006,1.3442078e-005,2.6539852e-005,0.55418026,-0.7025879
26700558.547109,0.55240023,-0.72824568,-1.6432467e-005,4.5015691e-005,-1.4011989e-005,-8.7476925e-005,0.55199414,-0.70411998
26800561.891702,0.54974025,-0.73029292,1.7185264e-005,1.7477996e-005,-2.969052e-005,1.6646063e-005,0.54973692,-0.70590782
26900565.236296,0.54724568,-0.73206645,-5.5933855e-005,-7.2027256e-006,-2.4874385e-005,5.3037522e-005,0.54753345,-0.70746368
27000568.580889,0.54447395,-0.73390132,1.5864322e-005,2.8292645e-006,-4.5778386e-005,-5.7371431e-006,0.54537868,-0.70905149
27100571.925482,0.54192084,-0.73584127,3.112336e-005,-6.8059844e-006,5.0817482e-007,-1.0825357e-006,0.54307717,-0.71062672
27200575.270076,0.53933656,-0.73762268,7.5382245e-006,1.2886033e-005,-6.3094063e-005,-2.3605949e-006,0.5409593,-0.71218133
27300578.614669,0.53670079,-0.73947561,4.064711e-006,1.2995484e-005,5.8107325e-005,-7.3810111e-006,0.53876275,-0.71383435
27400581.959263,0.53402585,-0.74131823,1.5555643e-006,9.2493965e-006,3.3718108e-005,-1.9272919e-005,0.53644848,-0.71540451
27500585.303856,0.53133774,-0.74314362,7.3801995e-005,-6.7995621e-005,6.8574263e-005,4.5100751e-005,0.53425276,-0.71697402
27600588.64845,0.52863693,-0.74497432,-6.2816362e-005,-5.1619359e-006,-4.7976875e-005,-4.288309e-005,0.53198951,-0.71831322
27700591.993043,0.52591854,-0.74682671,-2.3927771e-005,-3.500361e-005,-1.6545087e-005,-4.8890284e-005,0.52986717,-0.72002375
27800595.337637,0.52321744,-0.748568,-3.2287269e-005,-5.3692524e-006,-4.9928396e-005,7.4296338e-005,0.52763206,-0.72150123
27900598.68223,0.52064681,-0.75036973,-2.7051565e-005,2.6797356e-005,3.930644e-007,1.9832625e-005,0.52537364,-0.72307259
28000602.026824,0.5178836,-0.75205243,-3.5642115e-005,4.8563044e-005,-7.4050913e-005,1.3890257e-005,0.52313703,-0.72463548
28100605.371417,0.51537555,-0.75393444,-2.0187906e-007,1.7959725e-005,3.8803606e-005,2.7367669e-005,0.52081257,-0.72598118
28200608.716011,0.51256722,-0.75568569,1.2499952e-005,-1.1619659e-005,-1.7522787e-005,-1.9486153e-005,0.51869768,-0.72760046
28300612.060604,0.5098567,-0.75733709,-9.2436485e-006,2.0925459e-005,-1.3842204e-006,-9.1817838e-006,0.51631564,-0.72905242
28400615.405197,0.5071885,-0.75912404,-1.8205741e-006,-0.0001034968,-9.0165231e-006,-1.6838234e-005,0.51401246,-0.73059058
28500618.749791,0.50448859,-0.76090515,1.9910145e-005,-1.6843605e-005,-8.6235923e-006,4.9223627e-006,0.51184708,-0.73202717
28600622.094384,0.50176311,-0.76260144,-1.9253221e-005,-4.2621807e-005,8.2748866e-006,4.4466102e-005,0.50953311,-0.73351848
28700625.438978,0.49902251,-0.76433349,-2.1086204e-005,-6.9055888e-005,-2.3612623e-005,8.8967618e-006,0.50722438,-0.73506182
28800628.783571,0.49629688,-0.765917,-3.3358226e-006,-1.1867749e-006,5.4667878e-005,-2.5831383e-005,0.50498879,-0.73646027
28900632.128165,0.49362913,-0.76778108,1.5984055e-005,-3.8206712e-005,3.1951698e-005,-3.7193709e-005,0.50279534,-0.73799014
29000635.472758,0.49092278,-0.76944733,-8.7482304e-006,4.2115407e-005,-0.0001237611,-1.7856653e-005,0.50041848,-0.73939645
29100638.817352,0.48815584,-0.77111942,-1.7062095e-005,-1.3808051e-005,-2.3135888e-005,9.4746902e-006,0.49817365,-0.74088901
29200642.161945,0.48548141,-0.77269918,1.4791092e-005,9.5839105e-006,-3.007027e-005,-1.7594668e-005,0.49590284,-0.74232322
29300645.506539,0.48263344,-0.77446532,-1.0410312e-005,-2.9038218e-005,5.48016e-005,1.9540916e-005,0.49362278,-0.74363625
29400648.851132,0.47988218,-0.77605253,4.9065848e-006,-1.643157e-005,1.8181947e-005,3.1869786e-005,0.49124348,-0.74502087
