!CSV A.01.01
!Agilent Technologies,N5227A,US51270345,A.09.80.20
!Agilent N5227A: A.09.80.20
!Date: Monday, November 26, 2018 15:57:51
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S21(REAL),S21(IMAG)
10000000,2.4917739e-005,-0.0004997279
10100003.344593,-0.00013076652,-7.694227e-005
10200006.689187,0.00038822167,-0.00015102538
10300010.03378,-0.00020668116,0.00014249435
10400013.378374,-8.2082654e-005,-0.00014947001
10500016.722967,-0.00014756543,-7.9177546e-005
10600020.067561,0.00011640769,7.0674658e-005
10700023.412154,0.00019651992,0.00027551615
10800026.756748,0.000175448,-0.00011314483
10900030.101341,-0.00012168876,0.00016135903
11000033.445935,-7.7627656e-006,0.00031498476
11100036.790528,3.430773e-005,0.00015847986
11200040.135122,0.00010873722,-0.00028658472
11300043.479715,-0.00028929993,3.1085833e-006
11400046.824309,6.1352534e-005,-0.00011753755
11500050.168902,-6.4788692e-006,-0.00021419511
11600053.513495,0.00029706018,0.00010530574
11700056.858089,0.00024759531,-0.00027921406
11800060.202682,-0.00020124322,-2.5407608e-005
11900063.547276,0.00027983723,2.1163503e-005
12000066.891869,4.2870663e-005,0.00031770556
12100070.236463,0.00011709008,9.9292949e-005
12200073.581056,1.4014016e-005,5.7423851e-005
12300076.92565,-2.473856e-005,3.7734691e-005
12400080.270243,0.00016227145,9.0139234e-005
12500083.614837,-7.2430223e-005,-7.2785464e-005
12600086.95943,0.0001801347,8.1372076e-005
12700090.304024,7.65441e-005,-0.00023598236
12800093.648617,-2.9248878e-005,0.0003270022
12900096.99321,1.901906e-005,-8.7284752e-005
13000100.337804,-8.879917e-005,4.2325621e-005
13100103.682397,7.889761e-005,-0.00015136742
13200107.026991,0.00011221741,-7.9279154e-005
13300110.371584,-8.1945924e-005,-0.00012906642
13400113.716178,6.8343492e-005,-5.5680692e-005
13500117.060771,-2.5338488e-005,-7.1400966e-005
13600120.405365,0.00012673,-6.2669824e-005
13700123.749958,1.6012872e-007,6.4326217e-005
13800127.094552,0.00012226115,-6.6328234e-005
13900130.439145,0.00010500258,0.00015880223
14000133.783739,8.8657416e-006,5.9264836e-005
14100137.128332,-0.00013270661,1.8293073e-005
14200140.472926,3.809484e-005,0.00014428038
14300143.817519,3.0376856e-005,-1.9257495e-005
14400147.162112,4.9746617e-005,3.6251888e-005
14500150.506706,1.5595286e-005,0.00018146395
14600153.851299,1.4955563e-005,3.842918e-006
14700157.195893,-6.7701308e-006,0.00016017781
14800160.540486,4.5643279e-005,-0.00011236616
14900163.88508,2.0999163e-005,0.00020549961
15000167.229673,0.00011244187,3.6283975e-005
15100170.574267,6.3070613e-005,-0.0001602687
15200173.91886,-1.1865302e-005,9.8963021e-005
15300177.263454,5.0474504e-005,0.00014672706
15400180.608047,8.1645645e-005,3.5093261e-005
15500183.952641,1.1606291e-005,-5.0124785e-005
15600187.297234,8.3995445e-005,2.7843063e-005
15700190.641827,-0.0001260017,1.5261507e-005
15800193.986421,0.00017694631,2.5141384e-005
15900197.331014,3.2021075e-005,7.8333898e-005
16000200.675608,5.0379851e-005,4.7422767e-005
16100204.020201,-4.7904949e-005,0.0001232776
16200207.364795,-1.7191071e-005,-4.3132379e-005
16300210.709388,-3.8897655e-005,0.00014656098
16400214.053982,8.4826934e-005,-8.7800232e-005
16500217.398575,7.4442803e-005,-3.7779311e-005
16600220.743169,8.334905e-006,9.8920056e-005
16700224.087762,2.5804842e-005,8.1320053e-005
16800227.432356,5.3338375e-005,-4.4061057e-006
16900230.776949,5.5958659e-005,-7.4741629e-006
17000234.121543,-8.0069069e-005,-3.3786408e-005
17100237.466136,-6.6327615e-005,6.6169829e-005
17200240.810729,3.7206297e-005,-2.2878045e-005
17300244.155323,6.1475454e-005,-0.00019257265
17400247.499916,6.5875647e-006,3.9869942e-006
17500250.84451,8.5549334e-005,9.3866453e-005
17600254.189103,0.00011658638,4.7575697e-005
17700257.533697,0.00016704622,1.0500002e-005
17800260.87829,6.9470865e-005,3.3637327e-005
17900264.222884,-0.00010522994,0.00020370256
18000267.567477,6.177467e-005,3.328497e-005
18100270.912071,-1.9666899e-005,-2.102785e-005
18200274.256664,5.0710423e-005,5.9541086e-005
18300277.601258,-9.1094607e-006,6.3350584e-005
18400280.945851,9.3270874e-006,-0.00010378392
18500284.290444,-1.9119323e-006,6.5414388e-005
18600287.635038,5.0322338e-005,2.8053277e-005
18700290.979631,5.2762366e-006,0.00017813766
18800294.324225,-8.8453045e-005,8.8830733e-005
18900297.668818,-2.2654114e-005,4.530872e-005
19000301.013412,-1.3451947e-005,6.4696644e-005
19100304.358005,0.00012394827,4.8775354e-007
19200307.702599,-4.2702177e-007,-1.4386891e-005
19300311.047192,-1.9082632e-005,-5.633133e-005
19400314.391786,8.6444406e-006,-3.8361624e-005
19500317.736379,7.0431328e-005,8.7977045e-005
19600321.080973,6.2532058e-006,0.00012692552
19700324.425566,-6.9507863e-005,-0.0001031592
19800327.77016,1.9908382e-005,8.71874e-005
19900331.114753,-5.3262143e-006,0.00018279399
20000334.459346,0.00011502706,8.0984437e-006
20100337.80394,-4.5317498e-007,-8.3318962e-005
