!CSV A.01.01
!Agilent Technologies,N5227A,US51270345,A.09.80.20
!Agilent N5227A: A.09.80.20
!Date: Monday, November 26, 2018 16:02:34
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S22(REAL),S22(IMAG)
10000000,0.99920803,-0.018129708
10100003.344593,0.99962491,-0.01916662
10200006.689187,0.99989074,-0.019477393
10300010.03378,0.99943793,-0.019781804
10400013.378374,1.0004023,-0.019423973
10500016.722967,0.99952835,-0.020205939
10600020.067561,0.99998748,-0.019944474
10700023.412154,0.99972057,-0.020669613
10800026.756748,1.0000411,-0.020808648
10900030.101341,0.99936318,-0.021132315
11000033.445935,0.99971282,-0.021301044
11100036.790528,0.99996966,-0.021410786
11200040.135122,0.99932617,-0.021956177
11300043.479715,0.99991196,-0.022547809
11400046.824309,0.99981081,-0.021769622
11500050.168902,1.0002388,-0.022589285
11600053.513495,0.99910486,-0.022383768
11700056.858089,0.99931306,-0.022297096
11800060.202682,0.99962008,-0.022437615
11900063.547276,0.99979895,-0.02283833
12000066.891869,0.99953616,-0.022710014
12100070.236463,0.99915397,-0.023632105
12200073.581056,0.9990586,-0.023290418
12300076.92565,0.99993742,-0.023710594
12400080.270243,0.99967402,-0.02369353
12500083.614837,0.99994969,-0.023843646
12600086.95943,0.99968451,-0.024069637
12700090.304024,0.99974686,-0.024631441
12800093.648617,0.99971622,-0.024523938
12900096.99321,0.99971396,-0.024653599
13000100.337804,0.99965286,-0.024682716
13100103.682397,0.99982452,-0.025098462
13200107.026991,0.99921674,-0.02530586
13300110.371584,0.99987501,-0.025625395
13400113.716178,0.99975735,-0.02565513
13500117.060771,0.9995805,-0.025992796
13600120.405365,0.99991065,-0.026221357
13700123.749958,0.99966484,-0.026373463
13800127.094552,0.99950546,-0.026937766
13900130.439145,1.0001355,-0.026894234
14000133.783739,0.99911159,-0.027250389
14100137.128332,0.99956983,-0.027186032
14200140.472926,0.99965739,-0.027339481
14300143.817519,0.99946493,-0.027812803
14400147.162112,0.99987292,-0.028030919
